TreeDepth,Offset,Proto,LocalAddr,LocalPort,ForeignAddr,ForeignPort,State,PID,Owner,Created
0,0xba8eedff54c0,UDPv4,0.0.0.0,5353,*,0,,2040,svchost.exe,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff5650,UDPv4,0.0.0.0,123,*,0,,6744,svchost.exe,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff57e0,UDPv4,0.0.0.0,5355,*,0,,2040,svchost.exe,2026-04-09 02:45:02.000000 UTC
0,0xba8eedff5970,UDPv4,127.0.0.1,63430,*,0,,5752,svchost.exe,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff5b00,UDPv4,0.0.0.0,0,*,0,,1548,VBoxService.ex,2026-04-09 02:47:40.000000 UTC
0,0xba8eedff5c90,UDPv4,0.0.0.0,0,*,0,,6744,svchost.exe,2026-04-08 18:54:13.000000 UTC
0,0xba8eedff6140,UDPv6,::1,1900,*,0,,5752,svchost.exe,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff62d0,UDPv4,192.168.56.102,137,*,0,,4,System,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff6460,UDPv4,0.0.0.0,5355,*,0,,2040,svchost.exe,2026-04-09 02:45:02.000000 UTC
0,0xba8eedff6460,UDPv6,::,5355,*,0,,2040,svchost.exe,2026-04-09 02:45:02.000000 UTC
0,0xba8eedff65f0,UDPv4,192.168.56.102,138,*,0,,4,System,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff6780,UDPv4,0.0.0.0,123,*,0,,6744,svchost.exe,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff6780,UDPv6,::,123,*,0,,6744,svchost.exe,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff6910,UDPv6,fe80::8fe6:a59c:39fa:a8ba,1900,*,0,,5752,svchost.exe,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff6aa0,UDPv4,192.168.56.102,1900,*,0,,5752,svchost.exe,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff6c30,UDPv6,fe80::8fe6:a59c:39fa:a8ba,63427,*,0,,5752,svchost.exe,2026-04-09 02:17:48.000000 UTC
0,0xba8eedff6dc0,UDPv4,192.168.56.102,63429,*,0,,5752,svchost.exe,2026-04-09 02:17:48.000000 UTC

