TreeDepth,Offset,Proto,LocalAddr,LocalPort,ForeignAddr,ForeignPort,State,PID,Owner,Created
0,0xdb84c7dbae20,UDPv6,::1,1900,*,0,,2284,svchost.exe,2026-02-17 18:29:40.000000 UTC
0,0xdb84c7dbb140,UDPv4,192.168.56.102,63288,*,0,,2284,svchost.exe,2026-02-17 18:29:40.000000 UTC
0,0xdb84c7dbb2d0,UDPv4,0.0.0.0,0,*,0,,2000,svchost.exe,2026-02-17 18:29:41.000000 UTC
0,0xdb84c7dbb2d0,UDPv6,::,0,*,0,,2000,svchost.exe,2026-02-17 18:29:41.000000 UTC
0,0xdb84c7dbb460,UDPv4,0.0.0.0,5353,*,0,,2000,svchost.exe,2026-02-17 18:29:41.000000 UTC
0,0xdb84c7dbb5f0,UDPv4,0.0.0.0,0,*,0,,7484,M365Copilot.ex,2026-02-18 00:54:48.000000 UTC
0,0xdb84c7dbb5f0,UDPv6,::,0,*,0,,7484,M365Copilot.ex,2026-02-18 00:54:48.000000 UTC
0,0xdb84c7dbb780,UDPv4,0.0.0.0,0,*,0,,7648,svchost.exe,2026-02-18 00:54:48.000000 UTC
0,0xdb84c7dbb780,UDPv6,::,0,*,0,,7648,svchost.exe,2026-02-18 00:54:48.000000 UTC
0,0xdb84c7dbb910,UDPv4,0.0.0.0,0,*,0,,7648,svchost.exe,2026-02-18 00:54:00.000000 UTC
0,0xdb84c7dbb910,UDPv6,::,0,*,0,,7648,svchost.exe,2026-02-18 00:54:00.000000 UTC
0,0xdb84c7dbbaa0,UDPv4,0.0.0.0,0,*,0,,992,powershell.exe,2026-02-17 16:33:42.000000 UTC
0,0xdb84c7dbbaa0,UDPv6,::,0,*,0,,992,powershell.exe,2026-02-17 16:33:42.000000 UTC
0,0xdb84c7dbbc30,UDPv4,127.0.0.1,63289,*,0,,2284,svchost.exe,2026-02-17 18:29:40.000000 UTC
0,0xdb84c7dbbdc0,UDPv4,0.0.0.0,63457,*,0,,3560,msedge.exe,2026-02-18 00:54:45.000000 UTC
0,0xdb84c7dbbdc0,UDPv6,::,63457,*,0,,3560,msedge.exe,2026-02-18 00:54:45.000000 UTC
0,0xdb84c7dbc0e0,UDPv4,127.0.0.1,1900,*,0,,2284,svchost.exe,2026-02-17 18:29:40.000000 UTC
0,0xdb84c7dbc400,UDPv4,0.0.0.0,62964,*,0,,-,-,2026-02-17 18:10:59.000000 UTC
0,0xdb84c7dbd530,UDPv4,0.0.0.0,62526,*,0,,-,-,2026-02-17 18:10:59.000000 UTC
0,0xdb84c7dbeca0,UDPv4,0.0.0.0,49486,*,0,,-,-,2026-02-17 18:10:59.000000 UTC
0,0xdb84c7dbf150,UDPv4,0.0.0.0,49397,*,0,,-,-,2026-02-17 18:10:59.000000 UTC

